CustomerID,total_sales,orders,total_quantity,avg_order_value
12423,1859.31,8,1339,232.41375
12424,1760.96,2,740,880.48
12425,777.2,1,496,777.2
12426,582.73,1,258,582.73
12427,825.8000000000001,3,533,275.2666666666667
12428,7956.46,9,3536,884.0511111111111
12429,3750.4,4,1557,937.6
12430,256.4,1,117,256.4
12431,6519.22428572,15,2918,434.61495238133335
12432,5059.32,5,1801,1011.8639999999999
12433,13375.87,7,11071,1910.8385714285716
12434,806.14,2,394,403.07
12435,7829.889999999999,2,2055,3914.9449999999997
12436,509.01,1,211,509.01
12437,5330.2986218999995,18,2923,296.12770121666665
12438,2906.85,2,1180,1453.425
12441,173.55,1,121,173.55
12442,172.06,1,182,172.06
12444,5026.76985508,5,1155,1005.353971016
12445,133.4,1,62,133.4
12446,1381.1986219,1,352,1381.1986219
12447,476.49,1,190,476.49
12448,449.45,1,243,449.45
12449,4067.29,4,1553,1016.8225
12450,197.88,2,128,98.94
12451,9035.52,5,6575,1807.104
12452,430.57,2,185,215.285
12453,707.09,1,473,707.09
12454,3528.34,1,1006,3528.34
12455,2466.86,6,2089,411.1433333333334
12456,3181.04,3,1633,1060.3466666666666
12457,2372.121320755,7,844,338.8744743935714
12458,947.4,2,506,473.7
12461,826.88,2,287,413.44
12462,1189.59,2,536,594.795
12463,1344.78,4,776,336.195
12464,1212.05,8,112,151.50625
12465,742.1899999999999,2,479,371.09499999999997
12468,729.54,2,366,364.77
12471,19824.05,30,8212,660.8016666666666
12472,6572.11,7,4148,938.8728571428571
12473,3938.55,5,2439,787.71
12474,7375.79,18,4847,409.7661111111111
12475,723.38,1,535,723.38
12476,6816.42,11,2408,619.6745454545454
12477,13219.74,6,3653,2203.29
12478,680.99,1,236,680.99
12479,527.2,1,385,527.2
12480,3281.63,4,1707,820.4075
12481,5596.32,10,3304,559.632
12483,2484.98,8,1110,310.6225
12484,4541.72,6,2191,756.9533333333334
12488,1298.66,3,529,432.8866666666667
12489,334.93,1,105,334.93
12490,5417.93,10,3064,541.793
12491,460.4,1,260,460.4
12492,263.21,2,192,131.605
12493,433.74,2,207,216.87
12494,1246.1,7,707,178.0142857142857
12497,1043.1,1,1236,1043.1
12498,403.7,3,159,134.56666666666666
12500,4257.82,11,2678,387.07454545454544
12501,2169.39,1,1783,2169.39
12502,3723.87,5,820,744.774
12504,482.05,2,90,241.025
12506,73.5,1,23,73.5
12507,1359.9245684,3,905,453.30818946666665
12508,398.27,2,272,199.135
12509,176.5,1,55,176.5
12510,982.57,2,353,491.285
12512,138.03,2,99,69.015
12513,612.29,1,462,612.29
12514,1017.6800000000001,1,440,1017.6800000000001
12515,383.7,1,131,383.7
12516,1312.06,2,875,656.03
12517,2502.84,5,1371,500.56800000000004
12518,2056.89,5,1318,411.378
12519,340.84,1,183,340.84
12520,2634.2599999999998,5,1439,526.852
12521,599.68,1,309,599.68
12522,192.72,2,194,96.36
12523,1789.77,11,865,162.70636363636365
12524,4485.72,8,3699,560.715
12526,1316.66,3,632,438.8866666666667
12527,348.71,3,234,116.23666666666666
12528,1933.48,6,756,322.24666666666667
12530,1662.28,4,913,415.57
12531,125.22,1,45,125.22
12532,349.83,1,153,349.83
12534,1089.18,1,651,1089.18
12535,716.35,2,219,358.175
12536,12601.830000000002,3,2803,4200.610000000001
12538,363.95,1,191,363.95
12539,5568.35,4,2067,1392.0875
12540,13400.24,17,6685,788.2494117647059
12541,981.18,3,680,327.06
12544,372.7,1,136,372.7
12545,1000.39,2,523,500.195
12546,1161.5,2,633,580.75
12547,207.8,2,134,103.9
12548,95.19999999999999,1,49,95.19999999999999
12550,964.83,1,569,964.83
12551,168.0,1,100,168.0
12552,437.82,2,88,218.91
12553,3692.28,10,1965,369.228
12556,603.71,2,358,301.855
12557,11990.960000000001,5,4384,2398.192
12558,269.96,1,196,269.96
12559,561.71,2,283,280.855
12560,2134.0099999999998,3,1110,711.3366666666666
12561,238.85,1,177,238.85
12562,3781.7400000000002,7,1779,540.2485714285715
12564,456.9,1,133,456.9
12565,145.92,1,80,145.92
12566,351.65,1,265,351.65
12567,9401.28,10,4305,940.128
12569,4124.69,32,1801,128.8965625
12571,519.61,2,523,259.805
12572,1020.42,2,452,510.21
12573,160.54,1,84,160.54
12574,218.45,1,61,218.45
12576,1315.83,5,967,263.166
12577,657.8,3,472,219.26666666666665
12578,2794.51,2,1196,1397.255
12579,440.42,1,285,440.42
12580,415.7,1,238,415.7
12581,197.71,1,161,197.71
12582,511.36,2,300,255.68
12583,7281.38,15,5060,485.42533333333336
12584,2338.15,9,416,259.7944444444445
12585,2040.1,2,1279,1020.05
12586,196.94,1,79,196.94
12587,144.0,1,51,144.0
12588,214.9,1,53,214.9
12589,646.68,2,306,323.34
12590,9864.26,2,4283,4932.13
12591,452.84999999999997,1,228,452.84999999999997
12592,437.6,2,290,218.8
12593,418.1,3,206,139.36666666666667
12594,3338.22,10,1777,333.822
12596,618.27,2,474,309.135
12597,3811.22,4,2236,952.805
12598,3023.08,8,1964,377.885
12599,1032.58,7,956,147.51142857142855
12600,2599.04,10,774,259.904
12601,577.06,5,245,115.41199999999999
12602,153.12,1,162,153.12
12603,1118.0886219,1,64,1118.0886219
12604,254.17999999999998,2,201,127.08999999999999
12607,1579.51,1,1228,1579.51
12609,1126.85,3,648,375.6166666666666
12610,2099.54,5,1049,419.908
12611,1193.32,1,846,1193.32
12612,704.04,1,262,704.04
12613,3344.38,5,1644,668.876
12614,315.6,1,76,315.6
12615,2291.19,4,1376,572.7975
12616,713.3,2,284,356.65
12617,355.53000000000003,1,213,355.53000000000003
12618,177.31,1,96,177.31
12619,3641.24,9,3378,404.5822222222222
12620,1339.41,3,1181,446.47
12621,13689.67,20,7440,684.4835
12622,180.1,1,69,180.1
12623,305.1,1,191,305.1
12624,641.13,2,355,320.565
12625,2683.82,2,1612,1341.91
12626,6620.48,9,3453,735.6088888888888
12627,4478.53,7,2752,639.79
12628,786.46,3,448,262.15333333333336
12630,1270.88,2,548,635.44
12631,640.5,1,236,640.5
12633,2163.98,4,1162,540.995
12635,1689.18,2,1172,844.59
12637,6021.9,8,3002,752.7375
12638,671.69,1,577,671.69
12639,486.1,1,201,486.1
12640,1174.58,3,311,391.52666666666664
12641,185.9,1,72,185.9
12642,1013.26,3,552,337.75333333333333
12643,3344.64,6,1808,557.4399999999999
12644,477.90999999999997,1,325,477.90999999999997
12645,1775.18,4,1084,443.795
12646,1346.97,2,897,673.485
12647,3731.239506726,12,1432,310.9366255605
12648,318.05,1,160,318.05
12649,623.51,3,586,207.83666666666667
12650,314.44,1,254,314.44
12651,114.0,1,78,114.0
12652,919.98,1,505,919.98
12653,2209.85,2,919,1104.925
12654,601.98,5,264,120.396
12656,4051.17,5,1723,810.234
12657,1643.18,4,1044,410.795
12658,686.05,1,320,686.05
12659,91.68,1,105,91.68
12660,245.1,1,127,245.1
12662,3849.7799999999997,11,2058,349.97999999999996
12664,4881.88,9,1203,542.4311111111111
12665,63.0,1,37,63.0
12667,620.13,1,395,620.13
12668,3807.15,4,1634,951.7875
12669,2744.0299999999997,3,1115,914.6766666666666
12670,2996.05,5,1397,599.21
12672,225.9,1,78,225.9
12673,610.52,2,351,305.26
12674,1970.6,4,1133,492.65
12676,1331.3899999999999,6,670,221.8983333333333
12678,17628.46,12,10923,1469.0383333333332
12679,1113.02,4,554,278.255
12680,862.81,4,443,215.7025
12681,13787.54,22,7536,626.7063636363637
12682,12288.22,31,5575,396.3941935483871
12683,8476.57,15,4987,565.1046666666666
12684,2283.63,7,1985,326.23285714285714
12685,2863.08,6,1523,477.18
12686,89.14,1,107,89.14
12688,4873.81,1,3028,4873.81
12689,1247.61,2,628,623.805
12690,389.01,1,106,389.01
12691,1035.8,6,394,172.63333333333333
12693,855.91,4,255,213.9775
12694,869.67,2,509,434.835
12695,582.1,4,220,145.525
12697,957.59,3,508,319.19666666666666
12700,4939.99,4,2967,1234.9975
12701,797.71,2,678,398.855
12702,219.0,1,53,219.0
12703,283.55,1,164,283.55
12704,2340.84,8,1006,292.605
12705,6868.29,9,3997,763.1433333333333
12707,603.42,1,256,603.42
12708,2712.91,10,1307,271.291
12709,9736.52,15,3936,649.1013333333334
12710,1149.02,3,851,383.00666666666666
12712,4396.13,13,1062,338.1638461538462
12713,848.55,1,508,848.55
12714,4708.86,5,3069,941.7719999999999
12715,353.86,1,197,353.86
12716,1053.49,2,708,526.745
12717,1030.98,2,506,515.49
12718,238.25,1,203,238.25
12719,644.95,2,374,322.475
12720,5781.73,25,4672,231.26919999999998
12721,2656.13,6,1959,442.68833333333333
12722,997.63,4,566,249.4075
12723,725.07,5,434,145.014
12724,1031.41,4,445,257.8525
12725,427.8,1,164,427.8
12726,2609.1,7,3143,372.7285714285714
12727,3980.7,7,2098,568.6714285714286
12728,836.33,4,419,209.0825
12729,453.01,1,233,453.01
12731,18895.91,12,8437,1574.6591666666666
12732,236.26,1,111,236.26
12733,383.95,1,137,383.95
12734,110.39999999999999,1,88,110.39999999999999
12735,779.5699999999999,2,368,389.78499999999997
12736,234.0,1,173,234.0
12738,155.35,1,148,155.35
12739,1013.04,2,486,506.52
12740,427.6,1,342,427.6
12743,546.43,2,319,273.215
12744,21279.29,7,5241,3039.8985714285714
12747,4196.01,11,1275,381.4554545454546
12748,34098.6186219,210,25748,162.37437439
12749,4090.88,5,1471,818.176
12750,275.88,1,137,275.88
12752,4366.78,1,2262,4366.78
12753,21429.39,6,11421,3571.565
12754,3010.7400000000002,3,6481,1003.58
12755,3811.9500000000003,2,1491,1905.9750000000001
12756,112.08,1,144,112.08
12757,7857.1,13,2402,604.3923076923077
12758,2791.59,2,2135,1395.795
12759,1531.44,3,902,510.48
12762,1898.52,2,1227,949.26
12763,494.08,2,316,247.04
12764,1693.88,1,386,1693.88
12766,6989.63,7,3646,998.5185714285715
12769,1143.6,1,356,1143.6
12770,1351.45,1,743,1351.45
12772,892.47,1,556,892.47
12775,1386.04,5,877,277.20799999999997
12778,822.23,6,825,137.03833333333333
12779,3981.36,8,2024,497.67
12781,826.74,2,671,413.37
12782,2330.92,5,1086,466.184
12783,2225.91,6,624,370.98499999999996
12784,574.42,2,300,287.21
12785,311.95,1,131,311.95
12787,463.65999999999997,3,261,154.5533333333333
12789,91.85,1,4,91.85
12790,324.91999999999996,1,166,324.91999999999996
12791,192.6,1,97,192.6
12792,400.53999999999996,1,217,400.53999999999996
12793,545.48,2,295,272.74
12794,860.41,2,592,430.205
12795,430.48,1,68,430.48
12797,254.03,1,118,254.03
12798,6977.04,3,5256,2325.68
12802,427.58,1,314,427.58
12808,483.65000000000003,3,188,161.21666666666667
12809,489.31,1,220,489.31
12811,514.85,3,230,171.61666666666667
12812,229.64,1,164,229.64
12814,125.92,1,49,125.92
12815,1063.46,2,379,531.73
12816,572.2,2,128,286.1
12817,166.04,1,53,166.04
12818,1542.08,1,929,1542.08
12820,942.34,4,722,235.585
12821,92.72,1,70,92.72
12822,948.88,2,550,474.44
12823,1759.5,5,230,351.9
12824,397.12,1,232,397.12
12826,1474.72,7,1058,210.67428571428573
12827,430.15,3,197,143.38333333333333
12828,1018.7099999999999,6,494,169.785
12829,293.0,2,376,146.5
12830,6814.64,6,9848,1135.7733333333333
12831,215.05,1,135,215.05
12832,383.03000000000003,2,195,191.51500000000001
12833,417.38,1,156,417.38
12834,312.38,1,110,312.38
12836,2612.86,4,1064,653.215
12837,134.1,1,24,134.1
12838,683.13,2,359,341.565
12839,5591.42,14,3807,399.38714285714286
12840,2726.77,4,1511,681.6925
12841,4022.35,25,2757,160.894
12842,1118.99,2,547,559.495
12843,1702.26,8,781,212.7825
12844,325.96,2,125,162.98
12845,354.09000000000003,4,204,88.52250000000001
12847,871.54,1,909,871.54
12849,1050.89,2,623,525.445
12851,135.18,1,109,135.18
12852,311.55,1,149,311.55
12853,1957.1,6,800,326.18333333333334
12854,1324.5,3,627,441.5
12855,38.099999999999994,1,30,38.099999999999994
12856,2179.93,6,1079,363.32166666666666
12857,1106.4,2,343,553.2
12863,521.2,1,188,521.2
12864,147.12,1,216,147.12
12865,1568.23,2,925,784.115
12866,559.12,1,171,559.12
12867,4036.82,7,4298,576.6885714285714
12868,1607.06,6,928,267.8433333333333
12871,380.64,2,200,190.32
12872,599.97,2,319,299.985
12873,374.0,1,128,374.0
12875,343.23,2,2019,171.615
12876,2218.02,2,1941,1109.01
12877,1535.77,12,1178,127.98083333333334
12878,854.99,2,547,427.495
12879,573.22,3,370,191.07333333333335
12881,298.0,1,21,298.0
12882,1463.04,2,246,731.52
12883,703.47,4,196,175.8675
12884,309.05,1,43,309.05
12885,1175.22,3,655,391.74
12886,1378.4,2,770,689.2
12888,354.12,2,76,177.06
12890,380.46999999999997,1,259,380.46999999999997
12891,331.0,3,950,110.33333333333333
12893,188.14,1,96,188.14
12895,372.8,2,210,186.4
12897,216.5,2,110,108.25
12901,17654.54,28,23075,630.5192857142857
12902,138.68,1,66,138.68
12904,509.58,2,302,254.79
12906,2919.81,5,1749,583.962
12908,750.0,2,1200,375.0
12909,2178.67,5,1280,435.73400000000004
12910,3075.04,8,1692,384.38
12912,1662.3,5,670,332.46
12913,2483.63,5,1419,496.726
12915,363.65,2,93,181.825
12916,3006.15,4,1119,751.5375
12917,594.0,1,120,594.0
12919,1335.19,6,673,222.53166666666667
12920,164.23,1,129,164.23
12921,16587.09,37,9526,448.29972972972973
12922,405.38,1,370,405.38
12923,176.97,1,69,176.97
12924,933.7,4,481,233.425
12925,694.05,2,541,347.025
12928,2062.7,5,1472,412.53999999999996
12929,117.85,1,37,117.85
12930,415.8,2,252,207.9
12931,42055.96,15,28004,2803.730666666667
12933,607.53,3,499,202.51
12935,2160.7,7,1853,308.6714285714285
12936,1063.9,4,559,265.975
12937,1504.27,4,1007,376.0675
12938,114.14,1,140,114.14
12939,11581.8,8,4876,1447.725
12940,913.54,2,411,456.77
12942,683.9,3,203,227.96666666666667
12944,604.51,2,289,302.255
12945,462.95,1,165,462.95
12947,1603.99,6,1165,267.33166666666665
12948,2064.95,7,1080,294.99285714285713
12949,4167.22,8,2381,520.9025
12950,1843.0,3,1380,614.3333333333334
12951,1064.07,6,503,177.345
12952,1387.79,4,653,346.9475
12953,329.85,1,84,329.85
12955,4757.16,11,3664,432.4690909090909
12956,108.07,1,34,108.07
12957,4017.54,8,2549,502.1925
12962,266.39,2,129,133.195
12963,1856.6299999999999,8,881,232.07874999999999
12965,771.91,1,283,771.91
12966,160.18,1,75,160.18
12967,1660.9,2,438,830.45
12968,135.95,1,73,135.95
12970,452.24,4,310,113.06
12971,11189.91,86,9289,130.11523255813952
12974,144.8,1,24,144.8
12976,738.6,1,561,738.6
12977,39.239999999999995,1,12,39.239999999999995
12980,7374.9,9,886,819.4333333333333
12981,372.21999999999997,2,242,186.10999999999999
12982,390.54,1,288,390.54
12984,97.5,1,26,97.5
12985,1239.38,2,1533,619.69
12987,558.7,2,219,279.35
12988,535.32,1,136,535.32
12989,6924.11,15,2943,461.6073333333333
12990,409.5,3,200,136.5
12991,503.76,2,405,251.88
12993,414.76,4,240,103.69
12994,974.42,3,459,324.8066666666667
12995,211.32,1,108,211.32
12997,1226.8899999999999,4,664,306.72249999999997
12999,455.88,3,342,151.96
13000,534.85,3,379,178.28333333333333
13001,9818.82,13,5505,755.2938461538462
13002,120.95,1,73,120.95
13003,149.05,3,103,49.68333333333334
13004,5655.91,18,4822,314.21722222222223
13005,513.7,2,172,256.85
13006,81.57,1,55,81.57
13008,229.47,1,175,229.47
13011,50.55,1,13,50.55
13012,1661.84,8,824,207.73
13013,4810.94,13,2224,370.0723076923077
13014,3485.73849387,10,907,348.573849387
13015,3346.2799999999997,5,1617,669.256
13016,789.89,3,527,263.2966666666667
13017,204.0,1,48,204.0
13018,7277.7,28,5435,259.91785714285714
13021,2616.38,9,1352,290.7088888888889
13023,689.9,2,286,344.95
13026,975.36,5,1620,195.072
13027,6912.0,6,17280,1152.0
13028,661.3199999999999,2,798,330.65999999999997
13029,1247.5,3,134,415.8333333333333
13030,799.48,2,394,399.74
13032,1010.18,2,375,505.09
13033,190.55,1,83,190.55
13034,642.77,2,369,321.385
13035,921.88,2,644,460.94
13037,881.0699999999999,3,431,293.69
13038,908.46,3,360,302.82
13040,676.99,2,355,338.495
13043,516.42,1,254,516.42
13044,560.47,1,429,560.47
13045,305.28000000000003,1,221,305.28000000000003
13046,629.31,2,264,314.655
13047,3237.54,10,1391,323.754
13048,1835.91,4,1238,458.9775
13049,656.6800000000001,2,268,328.34000000000003
13050,5836.86,17,3748,343.3447058823529
13052,348.15,1,222,348.15
13055,1214.41,3,894,404.80333333333334
13058,271.40000000000003,3,52,90.46666666666668
13059,183.4,1,35,183.4
13060,307.53,1,123,307.53
13061,248.60999999999999,1,107,248.60999999999999
13062,346.98,1,343,346.98
13064,1119.49,4,516,279.8725
13065,205.85999999999999,1,74,205.85999999999999
13066,470.8,2,322,235.4
13067,115.46000000000001,1,32,115.46000000000001
13068,344.0,2,200,172.0
13069,4436.12,24,5885,184.83833333333334
13070,228.8,1,110,228.8
13072,177.15,1,69,177.15
13075,919.61,1,485,919.61
13077,729.27,4,863,182.3175
13078,12627.94,26,5630,485.69
13079,220.1,5,62,44.019999999999996
13080,58.08,1,120,58.08
13081,28579.29238011,11,19160,2598.117489100909
13082,3613.63,9,4324,401.51444444444445
13083,303.75,2,187,151.875
13085,416.08,2,216,208.04
13089,58825.83,97,31070,606.4518556701031
13090,8910.82,14,2263,636.4871428571429
13091,345.82,1,466,345.82
13092,477.83,5,279,95.566
13093,7832.47,8,3961,979.05875
13094,1927.32,12,1716,160.60999999999999
13095,74.4,1,144,74.4
13097,6010.42,10,2363,601.042
13098,28882.44,28,15968,1031.5157142857142
13099,207.36,1,288,207.36
13101,101.19,1,113,101.19
13102,6424.09,24,4204,267.67041666666665
13103,243.94,1,82,243.94
13104,1098.48,6,504,183.08
13106,76.5,1,18,76.5
13107,1531.6200000000001,4,1293,382.90500000000003
13108,350.06,1,298,350.06
13109,786.54,2,520,393.27
13110,1488.67,7,388,212.66714285714286
13113,12256.30227468,24,3050,510.679261445
13115,2294.78,4,1567,573.695
13116,501.14,1,291,501.14
13117,984.91,8,945,123.11375
13118,1197.81,5,410,239.56199999999998
13120,30.6,1,12,30.6
13121,283.73,1,252,283.73
13122,922.39,2,585,461.195
13124,3866.33,3,2147,1288.7766666666666
13126,2099.64,8,2143,262.455
13127,259.17,1,127,259.17
13130,64.0,1,32,64.0
13131,1073.3,3,447,357.76666666666665
13132,77.3,1,20,77.3
13133,109.8,2,32,54.9
13134,1793.58,4,1059,448.395
13135,3096.0,1,4300,3096.0
13136,2607.61,5,1328,521.522
13137,3650.41,8,2226,456.30125
13138,962.39,6,473,160.39833333333334
13139,5064.9400000000005,7,2425,723.5628571428572
13140,423.72,3,186,141.24
13141,2388.75,5,1548,477.75
13142,307.09000000000003,1,258,307.09000000000003
13144,110.95,1,21,110.95
13145,618.52,4,145,154.63
13146,228.91,1,154,228.91
13147,712.8,4,144,178.2
13148,3707.12,12,1975,308.9266666666667
13149,1676.06,4,1280,419.015
13151,1257.87,1,363,1257.87
13153,486.22,1,418,486.22
13155,971.76,4,497,242.94
13157,1741.22,4,1439,435.305
13158,1201.06,4,784,300.265
13159,1437.85,4,1059,359.4625
13160,91.8,1,56,91.8
13161,112.75,1,29,112.75
13162,1688.29,4,1713,422.0725
13165,1021.48,2,1376,510.74
13166,417.2,1,216,417.2
13167,791.33,4,785,197.8325
13168,1319.19,4,682,329.7975
13169,712.88,2,272,356.44
13170,116.00999999999999,1,147,116.00999999999999
13171,468.41,3,229,156.13666666666668
13173,353.65000000000003,2,277,176.82500000000002
13174,2817.03,3,1395,939.0100000000001
13176,492.84,1,453,492.84
13177,282.45,1,91,282.45
13178,5725.47,11,3570,520.4972727272727
13182,121.18,1,201,121.18
13183,3957.7799999999997,9,2208,439.75333333333333
13184,1701.29,10,1692,170.129
13185,71.4,1,12,71.4
13186,1575.89,3,820,525.2966666666667
13187,236.02,1,95,236.02
13188,114.6,1,25,114.6
13189,260.68,2,842,130.34
13192,911.94,2,595,455.97
13193,117.88,1,50,117.88
13194,60.7,1,26,60.7
13196,1797.78,4,1224,449.445
13198,3401.24,6,2648,566.8733333333333
13199,9817.12,38,6176,258.34526315789475
13200,870.09,4,516,217.5225
13203,869.46,4,800,217.365
13207,250.26000000000002,2,130,125.13000000000001
13208,1223.9,6,804,203.98333333333335
13209,5891.61,8,4253,736.45125
13210,353.48,1,316,353.48
13211,1197.42,3,874,399.14000000000004
13212,788.08,3,310,262.6933333333333
13213,1520.58,5,1360,304.116
13216,333.74,1,297,333.74
13217,533.98,3,262,177.99333333333334
13218,62.64,1,88,62.64
13220,819.2900000000001,4,196,204.82250000000002
13221,847.41,2,244,423.705
13223,163.2,2,88,81.6
13224,2155.95,2,1518,1077.975
13225,6463.84,7,3416,923.4057142857143
13226,108.21000000000001,1,80,108.21000000000001
13227,257.7,1,99,257.7
13228,358.0,1,200,358.0
13229,160.95,1,63,160.95
13230,2806.97,14,1665,200.49785714285713
13232,1357.6,7,778,193.94285714285712
13233,605.12,2,1004,302.56
13235,1031.07,1,441,1031.07
13236,744.85,2,416,372.425
13238,700.73,4,298,175.1825
13239,385.50313253999997,1,363,385.50313253999997
13240,663.65,4,298,165.9125
13242,270.40000000000003,3,130,90.13333333333334
13243,600.07,1,233,600.07
13244,121.74000000000001,1,38,121.74000000000001
13245,430.5,1,125,430.5
13246,1987.3,6,1602,331.21666666666664
13247,501.12,4,328,125.28
13248,465.68,2,305,232.84
13249,711.41,3,546,237.13666666666666
13253,1030.4,2,1572,515.2
13255,399.51,2,177,199.755
13256,7391.821616,1,12540,7391.821616
13258,698.5799999999999,3,287,232.85999999999999
13259,292.32,1,132,292.32
13260,557.62,1,142,557.62
13261,944.1,2,210,472.05
13262,200.29,1,125,200.29
13263,7454.07,35,4780,212.97342857142857
13265,2107.66,5,1752,421.532
13266,3834.2599999999998,12,4428,319.52166666666665
13267,4521.49,19,1969,237.97315789473683
13268,3214.69,11,3658,292.24454545454546
13269,5346.23,15,3514,356.4153333333333
13270,590.0,1,200,590.0
13271,217.38,1,253,217.38
13272,276.56,2,96,138.28
13273,138.98,1,153,138.98
13276,590.93,2,161,295.465
13277,258.4,4,176,64.6
13278,542.73,1,537,542.73
13279,137.75,1,73,137.75
13280,814.86,3,522,271.62
13282,1132.1399999999999,3,307,377.37999999999994
13283,93.66,2,90,46.83
13284,201.19,1,91,201.19
13285,2709.12,4,2051,677.28
13291,361.11,1,233,361.11
13292,578.94,2,347,289.47
13294,873.74,2,453,436.87
13295,201.2,1,82,201.2
13296,87.4,1,78,87.4
13297,2089.85,4,963,522.4625
13298,360.0,1,96,360.0
13299,142.5,1,30,142.5
13300,371.89,1,203,371.89
13301,618.09,4,345,154.5225
13302,63.75,1,5,63.75
13304,300.42,1,238,300.42
13305,2000.86,10,1232,200.08599999999998
13307,15.0,1,4,15.0
13308,1385.51,3,843,461.83666666666664
13309,1456.79,5,1544,291.358
13310,1132.03,3,587,377.3433333333333
13311,598.5699999999999,2,305,299.28499999999997
13313,1555.32,5,851,311.06399999999996
13314,775.9399999999999,3,560,258.64666666666665
13316,5977.73,4,6948,1494.4325
13317,2273.68,6,1035,378.94666666666666
13318,640.76,3,304,213.58666666666667
13319,10845.55,26,4724,417.1365384615384
13320,1548.7,4,1096,387.175
13321,567.36,2,372,283.68
13322,199.48000000000002,1,117,199.48000000000002
13323,787.85,5,175,157.57
13324,7121.95,10,5205,712.1949999999999
13325,675.3,1,240,675.3
13327,3627.77,8,1600,453.47125
13328,1308.48,1,680,1308.48
13329,789.0,2,463,394.5
13330,1140.93,3,751,380.31
13332,350.9,1,179,350.9
13334,3536.82,3,1774,1178.94
13336,795.12,1,559,795.12
13338,487.02,1,256,487.02
13339,860.12,1,326,860.12
13340,10736.48,7,5770,1533.782857142857
13341,775.85,1,301,775.85
13343,353.43,1,135,353.43
13344,2543.72,3,971,847.9066666666666
13345,389.5,1,141,389.5
13347,341.36,1,205,341.36
13348,233.76,1,136,233.76
13349,247.32,1,225,247.32
13350,979.12,2,287,489.56
13351,373.94,1,117,373.94
13352,397.98,1,321,397.98
13354,743.53,1,604,743.53
13355,674.7,1,314,674.7
13356,768.24,1,325,768.24
13357,609.95,1,322,609.95
13358,439.03,1,285,439.03
13359,439.56,1,161,439.56
13362,3090.74,4,1382,772.685
13363,992.5,2,710,496.25
13364,134.96,1,71,134.96
13365,2225.37,2,1247,1112.685
13366,56.16,1,144,56.16
13368,623.4,2,327,311.7
13369,308.28,1,149,308.28
13370,754.87,1,343,754.87
13372,378.64,1,159,378.64
13373,3312.25,3,1651,1104.0833333333333
13375,778.65,1,442,778.65
13376,1019.76,3,493,339.92
13379,572.56,3,601,190.85333333333332
13381,3639.31,6,2029,606.5516666666666
13382,222.99,1,131,222.99
13384,4151.93,7,2422,593.1328571428572
13385,534.57,1,281,534.57
13388,677.1,2,282,338.55
13389,797.96,3,429,265.9866666666667
13390,544.08,1,224,544.08
13391,59.8,1,4,59.8
13394,2520.02,8,2392,315.0025
13395,307.72,1,336,307.72
13396,1360.99,2,600,680.495
13397,1544.13,5,430,308.826
13398,457.34000000000003,1,281,457.34000000000003
13402,621.23,2,479,310.615
13403,75.0,1,44,75.0
13404,252.49,2,111,126.245
13405,572.451,3,165,190.817
13408,28117.04,62,16232,453.5006451612903
13410,1003.06,5,518,200.612
13411,213.55,1,72,213.55
13414,1390.5,3,1574,463.5
13416,712.5,2,142,356.25
13417,640.83,2,162,320.415
